@relation MLDATA

@attribute CODE numeric
@attribute SMOKING numeric
@attribute OBESITY numeric
@attribute DRINKING numeric
@attribute LACK_FRUIT numeric
@attribute LACK_EXERCISE numeric
@attribute AGE65_OVER numeric
@attribute AGE25_44 numeric
@attribute EARLY_SCHOOL_LEAVERS numeric
@attribute LOW_INCOME_HOUSEHOLD numeric
@attribute HCC_HOLDER numeric
@attribute UNEMPLOYMENT numeric
@attribute RAC_PLACE numeric
@attribute CLIENTS_WITH_CARER numeric
@attribute TOTAL_CLIENTS numeric
@attribute DIABETES numeric
@attribute MENTAL_DISEASE numeric
@attribute PSYCHOLOGICAL_DISTRESS numeric
@attribute HYPERTENSION numeric
@attribute 'AIR_ POLLUTANTS' numeric
@attribute STROKE numeric

@data
868,17.13488,35.804235,18.127445,64.195765,75.609229,17.254202,23.181615,25.420289,40.750791,7.0858,3.766105,58.823529,3.909465,40.041884,5.262199,10.724166,12.292483,23.601282,6.318788,0.88276
869,18.522334,36.603462,22.344396,63.396538,73.112989,22.028414,21.475927,28.10871,46.196496,6.892282,4.693814,64.130435,17.004049,31.288376,4.784618,8.360096,11.229699,23.474015,5.348198,0.645655
870,18.77689,36.337725,19.279954,63.662275,75.205277,26.908126,17.180241,28.07682,51.828794,10.241672,6.925096,40.043884,6.804124,32.586535,5.165963,10.712668,13.087302,23.347948,4.553035,0.957126
871,11.196441,28.372002,15.990822,71.627998,66.266072,17.510832,25.294441,16.424028,29.697652,6.654729,4.64657,32.017076,12.475822,33.1119,4.667359,8.385791,11.699639,21.53837,0.280756,0.774663
872,23.032031,41.50971,24.55662,58.49029,73.011359,26.527181,18.28881,28.099212,54.342667,9.544787,6.625767,169.300226,12.538226,39.152915,5.710427,11.602284,17.163117,24.41217,0.061254,0.784855
873,15.496428,28.556296,12.074587,71.443704,67.820997,19.992135,31.257184,19.843628,45.403587,9.712691,8.861234,83.991684,11.844978,41.43138,5.40845,10.568614,12.65817,22.386607,0.781725,1.115113
874,13.782341,31.854652,16.332251,68.145348,67.422624,18.645862,25.968236,19.817334,32.263553,6.666667,3.805571,0,9.383378,31.144868,5.258475,9.598331,11.034556,21.786538,0,0.750378
875,18.583702,37.398686,15.120254,62.601314,73.885261,20.569751,26.808898,26.615598,49.335177,12.050417,11.950642,77.839094,10.708117,40.773402,7.03289,13.845805,14.922908,21.984171,0,1.173225
876,13.213607,31.223994,14.935761,68.776006,67.032789,16.727662,27.581898,18.903541,37.505934,7.578923,8.625386,60.647515,8.731809,47.220517,4.847062,11.092829,12.598552,23.630294,0.875074,1.01315
877,20.875908,38.281963,14.938464,61.718037,74.102702,20.293302,23.817545,27.365572,45.487947,8.904562,6.511413,80.775841,15.62719,38.656655,5.777385,10.729018,13.821752,23.709894,11.651169,1.08201
878,23.991154,42.503932,13.447114,57.496068,76.475216,22.254029,24.23134,33.161477,53.773446,10.631294,9.560164,55.090656,21.052632,44.934931,6.312261,11.839201,16.54813,24.158539,0.331046,1.103564
879,10.57682,25.665436,13.136048,74.334564,60.952077,16.977246,28.838106,11.977175,31.167617,5.760887,5.053572,83.697871,5.764612,39.16245,4.114688,7.884039,10.356515,20.994437,0,0.784722
880,20.48197,38.875608,23.586534,61.124392,68.271372,20.887647,26.955307,28.221454,43.888647,6.437356,3.923278,91.954023,16.27907,42.31228,3.822308,7.530556,11.398833,23.562734,0.141082,0.766659
881,13.424099,33.86923,27.283258,66.13077,71.156571,17.577488,21.737357,20.637868,37.988166,4.565953,1.635688,0,17.391304,22.745264,3.212053,5.834302,8.407374,23.134851,6.275513,0.736569
882,9.471038,24.535648,17.100649,75.464352,53.925195,24.059606,27.604167,6.900294,25.496813,10.168907,4.410119,145.374449,8.374384,19.928573,2.749264,8.243002,9.041776,20.646677,5.596274,0.846802
883,13.375594,31.16669,9.237968,68.83331,69.340146,14.523121,34.551335,22.651203,39.86433,8.206245,5.498828,116.874369,11.147186,37.376836,6.227919,8.606342,12.039452,23.567604,0,1.003634
884,10.886555,24.432506,16.845399,75.567494,58.091806,19.687119,28.695652,10.403769,33.39876,6.012014,5.771618,48.759624,8.619001,33.231341,3.246573,8.613661,9.903131,21.053548,0,0.678388
885,14.335857,34.862369,18.369841,65.137631,66.952117,26.032852,22.083956,24.494758,39.932584,6.292869,3.105688,106.060606,4.995375,57.107442,5.008736,10.919335,10.27942,23.313848,11.025041,0.757415
886,9.005116,33.475765,16.609728,66.524235,67.08054,17.082998,17.405318,20.417411,27.886978,5.170732,2,0,14.545455,26.422295,4.504365,6.865562,9.375609,23.395719,1.320103,0.955577
887,11.987967,26.262104,15.671315,73.737896,63.848683,22.377213,28.261634,16.847095,40.961171,7.867341,4.840614,0,12.658228,37.944137,4.98742,8.59272,11.439905,21.196574,0.147906,0.754222
888,15.467657,37.091107,12.445611,62.908893,72.109214,17.171807,26.503604,26.653964,43.18544,10.082463,7.157794,33.686237,5.749806,36.294611,6.523805,10.26847,12.889465,21.791569,0.049078,0.880083
889,15.582271,27.599606,11.370843,72.400394,69.502883,21.578034,29.093567,19.466855,44.243615,7.84914,8.148837,123.527722,9.035222,39.584134,5.361743,7.773084,10.253383,21.186014,0,0.839083
890,17.224641,40.019371,9.865707,59.980629,79.724315,12.361077,28.882367,31.487516,46.999647,12.18096,9.33341,44.76584,9.673913,38.093925,7.805928,9.001748,15.477709,23.287027,0.084938,0.950981
891,11.72866,27.758657,13.815777,72.241343,65.680993,22.23565,28.617825,17.352337,42.414197,6.47929,5.801998,137.534499,9.555556,41.07797,4.938627,8.260688,10.590243,20.710169,0,1.010171
892,20.107886,37.598801,24.973033,62.401199,75.466694,22.487325,20.325082,25.605862,44.700461,6.174523,4.176201,0,13,26.021902,4.704348,9.002067,11.511132,23.347908,12.840737,0.795233
893,18.734889,35.08595,22.159319,64.91405,75.4621,29.58341,16.516792,26.000885,58.758315,12.104575,6.477578,61.075661,5.18732,37.035113,4.753679,10.222121,12.7594,23.102256,0,0.844285
894,16.323789,42.816969,13.125161,57.183031,75.676999,11.250472,30.481422,29.858114,40,9.797391,7.184282,82.399711,12.47619,40.52594,7.172066,11.625593,14.061185,24.184262,0,0.972434
895,15.212181,29.057458,12.687505,70.942542,67.970768,17.52819,33.954821,16.793702,40.222447,7.470352,4.224659,114.237479,9.644269,37.314529,4.88163,8.568281,10.750203,21.039622,0.076005,0.838584
896,22.171509,44.834876,19.462173,55.165124,75.055087,18.2882,26.393824,31.809974,47.532781,12.802659,10.651596,53.019146,7.466063,52.130373,6.937221,8.518164,14.774793,23.591178,0.375532,1.025139
897,25.854549,39.756812,22.262172,60.243188,68.799773,19.609356,24.40038,25.7994,44.752611,8.680947,6.500477,64.852608,7.388664,50.423496,4.600621,8.027486,13.084111,23.545804,1.622687,0.802531
898,22.571101,40.822723,17.263486,59.177277,75.507976,22.200462,21.808771,30.997164,55.194459,11.901941,9.863222,90.469917,3.524804,37.972096,7.651142,13.258567,16.058801,23.829629,0,1.05606
899,24.680784,37.527899,16.936905,62.472101,73.695916,26.172686,24.512246,30.3429,55.987227,11.460922,10.274964,102.181401,15.21197,50.416886,6.142416,11.183198,16.496854,23.891269,0.034224,0.985948
900,15.27863,33.87126,15.745215,66.12874,71.579408,20.501446,27.598843,23.316272,42.500612,8.703547,7.926167,59.175532,10.183299,36.992634,6.863025,11.599905,12.454133,21.861828,0,1.181106
901,14.723509,29.406252,11.101818,70.593748,69.804444,15.013902,34.89342,18.406199,41.605069,8.808045,6.089613,78.74421,13.688761,38.546166,5.287441,9.521638,12.730891,21.115773,0.370061,1.018443
902,14.124542,25.121129,10.962889,74.878871,65.525157,18.786532,27.204248,16.0786,40.912863,7.292895,6.784371,50.74224,9.483961,42.298347,4.882234,7.72717,9.912778,21.154074,0,0.826899
903,22.365899,41.780777,9.478565,58.219223,80.186836,14.589423,29.237311,34.592751,54.439064,14.074497,13.044567,122.618061,10.265363,43.52203,8.088379,10.97042,18.207794,24.326566,0.920282,1.229887
904,13.87263,32.076998,14.454588,67.923002,66.364526,23.565821,24.871679,21.433487,36.495902,7.445533,4.530892,140.677158,8.075601,30.29186,5.152825,10.609375,10.683144,21.340262,0,0.866441
905,16.314798,32.705261,18.227706,67.294739,67.372887,25.435974,19.917788,22.291183,44.68006,7.825937,5.176211,80.740741,10.629067,39.413583,4.293888,11.955952,12.66042,23.429021,0.013038,0.955738
906,13.622912,31.702512,19.162217,68.297488,73.536094,20.678633,19.79346,21.131217,41.415663,7.835455,4.563822,0,10.810811,27.148708,3.966462,9.534172,12.131099,23.097748,5.416664,0.883154
907,7.461833,24.571973,17.309092,75.428027,54.617828,23.966126,24.483651,9.70418,29.632456,5.198996,4.564907,243.77792,8.543165,34.611299,3.516994,9.425442,8.816522,20.757326,0,0.793129
908,20.075099,38.057437,21.787874,61.942563,78.222395,27.3906,20.111979,30.42954,54.662005,8.465504,6.460853,0,6.134969,31.607101,4.95685,8.750398,12.072557,23.875198,3.407839,1.007925
909,19.430466,37.468045,20.623487,62.531955,76.864209,25.558875,18.780262,27.787165,51.946638,9.088371,5.547063,119.440915,5.100464,45.984412,5.627754,11.744589,11.758612,23.608513,0.247966,1.075017
910,23.18114,36.996934,22.023685,63.003066,71.875134,33.333333,16.122585,29.786629,60.992499,11.952462,9.090909,44.728434,7.783019,52.227049,6.079186,12.582948,16.926436,23.769933,0,1.159137
911,14.016908,29.303944,15.521579,70.696056,61.720339,30.684413,20.943433,19.464535,36.496473,6.292135,4.373255,51.391863,9.694415,32.927812,4.272342,8.641073,8.808989,21.174842,0,0.895292
912,22.729282,38.631467,19.240855,61.368533,74.810001,18.140662,24.213463,26.293009,50.411805,11.67721,10.256658,57.192374,7.090239,43.728548,7.567507,10.802055,16.475483,24.14379,5733.676453,1.114527
913,13.638809,30.176776,8.821436,69.823224,70.612695,13.88416,35.803762,18.464171,41.85033,7.527632,5.106721,52.414362,9.405405,42.428388,5.735184,8.420816,11.43086,21.959988,0,0.863639
914,18.913869,29.318534,25.278744,70.681466,60.119646,28.191109,20.555881,27.159957,55.649271,8.829509,4.057246,118.238558,15.654206,29.965591,4.410825,11.678564,11.488238,23.078803,1.278573,1.100886
915,14.976764,30.416066,28.137507,69.583934,62.524291,21.437384,21.676434,29.48252,50.444006,5.827802,2.424061,0,15,24.008307,3.656643,9.130071,10.697682,23.284376,0.071746,0.605214
916,7.09345,19.441237,17.274455,80.558763,51.619536,20.469736,23.496158,13.420752,34.356287,4.806029,3.418598,40.725985,17.579909,21.395026,3.035804,6.280676,7.566664,21.384485,0,0.597338
917,11.143151,29.591385,22.160342,70.408615,62.020985,19.417658,21.79712,26.466663,40.501931,5.427096,5.187065,0,6.944444,21.678633,4.131069,8.642972,10.959312,21.383273,0,0.845226
918,24.53968,45.695862,14.541562,54.304138,75.76697,13.267335,30.991633,35.998979,59.740634,13.07304,19.626611,88.551859,5.651491,34.418569,7.398289,12.699386,16.397914,23.731394,0.030445,1.158082
919,15.025959,32.1818,23.184567,67.8182,62.260158,17.051171,26.597282,21.446521,51.357242,6.376127,4.520397,26.869159,16.666667,21.270282,2.092577,7.540744,11.45971,23.169553,1.050289,0.734206
920,17.149558,34.50827,20.501286,65.49173,66.411132,15.149243,25.708715,33.578853,42.898403,5.475011,3.443173,0,9.958506,31.038449,4.580501,9.306209,11.759683,24.132756,2.575522,0.797452
921,13.756693,26.345818,14.363079,73.654182,65.430033,17.27488,35.089738,22.92004,42.094554,6.829296,5.928983,57.58257,11.878686,23.469245,4.285794,8.119354,9.83022,21.758026,0.049379,0.771197
922,12.843372,32.773097,17.604799,67.226903,64.997649,7.832711,31.319963,30.333503,36.604028,5.410305,5.077257,0,16.220472,24.206503,4.659251,9.343336,12.908081,24.301561,0.815146,0.82033
923,16.670607,30.11439,9.2142,69.88561,73.262685,11.534571,37.285624,28.935835,54.154624,13.07493,13.889421,30.354132,9.027778,28.963281,6.474864,7.608731,14.512248,24.042769,0.065046,0.986358
924,14.285753,31.976601,14.92057,68.023399,70.058398,12.532501,25.049002,31.137603,45.340314,9.246544,6.043165,0,17.281106,26.751348,6.074501,8.137155,13.150759,21.972554,1.945167,0.958314
925,10.11531,26.991784,13.646466,73.008216,65.584569,8.39601,34.102428,22.234494,30.819199,5.176483,4.040319,89.605735,16.748768,21.967638,4.704487,7.344339,10.355639,23.538905,3.664439,0.819148
926,14.951016,29.030276,16.065261,70.969724,64.219421,16.99485,29.294153,24.911652,43.515213,7.401266,5.300193,42.462845,7.489879,29.496479,4.594738,10.593554,11.16555,21.344255,0,0.988059
927,13.573747,24.966002,14.01016,75.033998,63.172711,14.812548,35.564907,18.970804,39.477161,7.33825,4.629225,156.076984,9.637188,25.173418,4.053503,9.949017,10.356419,20.938639,0.071716,0.8313
928,17.750073,33.33963,11.910254,66.66037,72.988175,14.915451,30.304787,32.582711,55.971654,12.293939,13.570805,76.353851,13.252315,32.611565,6.794388,8.159166,13.572599,22.462731,1.429055,1.006669
929,13.515349,24.588372,9.410024,75.411628,71.391776,9.620834,33.328836,31.484244,46.557842,9.978803,7.082856,0,16.863905,31.867345,6.649665,6.505958,13.237651,24.117943,0.240853,1.009499
930,15.38709,29.396953,15.415275,70.603047,68.251913,9.746801,32.398584,28.635361,37.871615,6.372643,5.932367,0,15.210356,32.532963,5.464823,8.193247,11.74979,22.702979,44.500322,0.935689
931,16.93564,27.684551,12.073364,72.315449,66.506053,13.871857,35.976569,24.349653,45.04228,8.809693,8.694796,97.106975,9.822264,27.221063,5.387929,7.639965,10.986256,22.703251,1.903518,1.093002
932,8.058869,23.302517,20.003792,76.697483,53.480134,19.540113,23.460292,16.373726,36.815551,4.942684,3.386426,64.937488,17.850953,23.096147,2.963217,7.778094,8.266528,21.054993,0.070168,0.697054
933,27.336755,35.831823,25.635287,64.168177,77.847488,10.199355,29.233187,40.030591,40.630608,8.326693,4.137267,0,26.086957,25.758012,5.785226,7.335175,13.66897,24.193215,3499.63638,1.048337
934,17.702093,30.032377,24.525087,69.967623,70.839052,25.180652,18.802536,29.546108,57.997847,7.338864,4.843035,25.974026,15.452539,25.469527,3.655462,9.611821,10.869874,23.266422,2.897064,0.955355
935,22.013448,35.864642,29.167006,64.135358,72.457276,26.633444,19.462901,32.217018,54.939588,8.835197,3.775564,69.805195,14.893617,25.316237,4.42857,9.077643,11.027963,23.466589,0.149522,0.86685
936,25.345275,25.912284,26.111001,74.087716,65.073576,7.220378,33.612104,25.949324,33.422282,11.665156,5.678007,87.440382,16.37931,22.505655,4.221776,5.449302,12.338005,23.090906,20.392374,0.624364
937,8.143532,21.490524,15.878487,78.509476,59.562636,22.622171,23.150063,17.1143,39.430285,5.980501,3.397592,81.483033,15.95092,22.554476,4.194378,6.989491,8.586379,21.642378,0.057732,0.700512
938,19.34777,34.024358,17.073691,65.975642,68.37461,21.111282,24.74358,32.419585,51.901918,9.723028,7.930108,70.537168,11.36572,33.094843,4.889528,10.934311,11.772135,23.650575,5.473257,0.908739
939,16.949571,34.492459,22.593558,65.507541,62.039952,24.116733,21.823279,29.677856,54.957806,7.3067,5.65366,81.416328,15.70997,24.440458,3.941938,10.189512,12.505702,23.429191,0.491754,0.933143
940,13.342124,29.640896,23.975782,70.359104,62.813825,19.95122,23.829268,19.409898,42.716763,4.905969,3.163092,0,15.432099,13.871076,2.04946,6.886263,10.144965,23.461062,4.717443,0.588342
941,17.888659,36.536058,15.587101,63.463942,67.899355,11.780085,29.821863,27.832216,46.591191,9.195569,10.801444,63.337802,11.198738,22.70252,5.581044,10.537806,14.03266,24.161997,4.605152,1.01714
942,15.243932,35.059001,17.602345,64.940999,69.453569,9.97157,30.300763,35.273429,38.043737,5.282337,5.422071,34.326098,10.298103,21.717913,5.127037,8.878277,13.764019,23.705785,2.603881,1.047765
943,18.746198,37.625078,16.59379,62.374922,71.785611,17.28366,26.196652,33.38572,52.396329,11.663948,14.339067,78.3798,5.175983,29.980895,6.140706,11.540581,14.406838,21.980203,0.064961,0.971612
944,15.965809,25.807393,8.960218,74.192607,70.334448,12.420308,38.715157,20.398594,52.458641,9.6823,8.636827,237.702666,7.875895,34.618961,5.398322,6.475773,11.884611,22.892265,3.107923,0.785621
945,7.374231,22.382361,12.102684,77.617639,61.81368,16.514794,22.37054,16.269218,39.930913,6.155733,3.897906,46.399032,12.530713,28.654017,4.757368,5.401584,9.471382,21.695116,1.789762,0.721543
946,9.160748,24.931878,8.956788,75.068122,69.38617,9.688279,30.74813,26.084219,36.532679,6.381222,5.119209,92.72997,19.078947,12.913643,5.673324,5.940962,11.533847,24.178506,0,0.714692
947,15.626408,34.335301,23.475337,65.664699,65.488204,19.122369,20.74563,32.433126,50.244432,5.875757,4.539249,0,13.605442,27.447281,4.743372,9.65813,11.242162,23.387228,293.939916,0.655065
948,12.839576,29.646877,15.404147,70.353123,64.082446,9.077278,30.416529,25.963805,37.026116,5.861819,5.430492,0,11.370262,20.719941,5.128902,8.432018,12.164227,23.081206,0.520968,0.777782
949,12.499506,30.19202,21.565642,69.80798,62.995287,16.905644,25.755867,33.051989,42.963238,4.643505,3.492246,20.671835,8.951407,23.288643,3.333442,8.160689,11.775627,22.330585,0,0.767451
950,17.380251,30.565163,24.533057,69.434837,71.035168,22.481075,20.934482,31.938582,51.947519,6.161305,2.463988,0,13.127413,14.525451,3.853223,7.477571,11.588195,23.309734,6.310511,0.936515
951,4.53078,17.55849,20.04159,82.44151,45.935894,18.376713,16.710675,8.826744,24.489796,2.567443,1.842424,0,5.989583,19.364805,2.047266,5.541399,6.82014,21.374827,0,0.583127
952,23.673854,42.386249,16.358457,57.613751,74.033445,17.259443,28.866832,43.59451,57.515823,11.113062,10.323948,116.707617,14.615385,34.53471,5.909872,12.991633,17.161808,23.418755,0.477222,1.111469
953,22.166441,42.952519,18.279429,57.047481,79.737318,21.731954,21.808979,39.066369,55.382263,10.689252,9.320148,54.375531,8.933718,34.289745,5.565836,10.510915,14.36058,24.022868,4972.324505,1.084062
954,10.050904,22.16987,18.882264,77.83013,54.885886,18.775968,30.685713,12.724151,33.717989,6.262149,4.399323,135.666837,8.083832,18.679535,3.019711,7.809031,8.32434,20.845704,0,0.687926
955,10.547492,27.330221,18.811803,72.669779,61.971242,17.800673,25.749446,25.643208,34.832609,4.199683,3.021636,93.855503,17.058824,12.979504,3.433364,6.446255,8.367588,23.296112,0,0.626605
956,15.517078,29.889904,15.395363,70.110096,66.195705,15.40663,30.240878,25.803236,45.232372,8.401435,7.393808,30.823426,16.326531,29.545782,5.171483,10.474759,12.659237,21.942461,2.186725,0.799582
957,21.005627,34.40172,20.399103,65.59828,70.018242,23.957406,23.121007,32.15141,57.403456,11.347936,12.381029,56.922335,15.515772,30.957997,5.704614,11.069823,13.45464,22.091075,6.110251,1.05292
958,5.146039,15.631238,18.837662,84.368762,48.572471,19.251825,20.772506,6.637807,30.328052,5.688907,2.821822,91.558276,8.972268,17.497985,2.428945,6.94009,7.390435,21.492421,0.267102,0.601208
959,7.045775,17.793691,22.209065,82.206309,45.5136,21.970093,22.496427,8.154628,30.025602,4.237635,3.651893,88.595664,8.099174,15.609189,2.138798,6.891834,6.903054,21.18079,0.036286,0.645173
960,16.481964,30.606755,20.109144,69.393245,64.623508,13.121674,34.419159,26.206669,41.219315,7.231292,7.557355,19.562716,7.18232,24.353969,4.597461,9.918245,13.075149,21.515338,0.482872,0.912267
961,21.194695,34.536555,27.180783,65.463445,74.034452,21.823915,22.413078,30.721421,52.282342,7.268248,3.652695,27.630805,7.279693,17.126022,4.459968,7.910666,10.147396,23.50128,3.89081,0.748518
962,10.702392,27.18242,17.977181,72.81758,60.831599,11.834361,23.78083,20.929915,34.843129,5.2564,4.905749,46.153846,10.588235,18.619851,4.188722,8.089364,10.06188,21.872034,0.067615,0.713704
963,13.541803,28.55586,16.815866,71.44414,66.633754,10.998945,25.124303,29.414647,39.192777,5.408654,3.639394,0,13.218391,26.220195,4.704566,9.030813,11.416117,23.855972,0.267836,0.850107
964,17.005894,34.321867,19.173588,65.678133,69.50095,18.639767,25.52757,33.567888,45.101089,5.932992,4.086597,92.272203,12.623274,30.734725,4.660705,9.743006,12.438902,23.828963,19.363667,0.836778
965,16.068021,29.192983,21.581921,70.807017,62.314576,25.076158,20.282187,31.48554,52.803979,7.595859,6.638896,0,14.990138,21.288632,4.030737,8.971254,11.667072,23.946362,0,0.877202
966,18.232084,33.212551,27.911078,66.787449,67.574119,25.256229,18.140155,25.443821,61.595273,8.717538,3.981224,0,14.179104,25.003282,3.430023,9.558879,11.673866,23.201925,0.754041,0.822535
967,19.265468,34.59191,26.717482,65.40809,73.066498,22.962796,20.552794,29.334218,52.340341,7.932598,3.379694,0,11.406844,16.660137,4.539616,8.601099,10.524707,23.24131,0.20726,0.86788
968,7.219176,24.13393,21.650336,75.86607,54.467808,20.70943,20.104832,17.167425,31.667891,4.180129,2.929308,19.674086,11.094675,16.09174,2.974225,6.701617,7.875026,21.506612,0.013337,0.674794
969,11.321021,21.152316,22.521777,78.847684,54.349622,19.414841,27.216957,13.639387,35.652275,7.301857,6.272181,140.900196,18.470149,18.972537,2.560325,9.774956,9.24976,22.181174,0.474929,0.630188
970,13.020577,32.995683,14.746254,67.004317,66.467829,8.822277,32.241126,28.187789,36.481126,6.345856,4.159089,58.771149,19.101124,23.562908,5.468979,8.504028,12.52354,23.837746,0.030108,0.949075
971,24.521917,32.340177,23.610873,67.659823,70.843609,19.961474,22.850951,30.31462,49.351262,7.055089,3.17928,56.831923,48.888889,24.711308,4.391777,7.910723,11.342973,23.478712,11.370988,0.680074
972,15.9344,30.753731,16.020272,69.246269,68.409544,14.400869,29.471968,31.398368,41.490051,7.308656,6.867387,72.227549,7.934337,26.587358,5.735529,9.252591,12.787832,22.996677,4.872989,0.975418
973,13.657587,26.997774,20.409048,73.002226,59.280517,19.702205,27.197336,19.660534,43.21733,7.871083,7.126113,66.929134,13.445378,25.574065,3.462247,9.636062,11.932313,21.153944,0.381396,0.816178
974,18.521535,28.312429,26.177573,71.687571,71.230007,13.595506,25.88764,33.934735,44.988696,7.521201,3.129314,0,15.909091,21.091804,4.921132,7.904835,11.835395,23.484939,0,0.669839
975,16.712424,23.806067,25.923077,76.193933,68.302104,14.349525,26.065513,30.024504,39.604244,6.392745,2.794445,0,23.195876,24.240856,4.860782,8.197856,11.101662,23.755537,0,0.794521
976,25.943568,28.514527,24.080607,71.485473,72.655476,19.541511,23.380022,34.893713,56.711598,14.252798,8.00392,113.719142,18.305598,28.051305,5.796113,10.571205,14.040053,23.640232,5.295393,1.016778
977,10.76599,28.062053,20.427273,71.937947,61.193873,20.216337,21.864976,22.03447,38.989579,5.148309,3.410853,14.671361,10.410095,22.206608,3.563429,9.27194,11.239744,22.077093,0,0.755099
978,19.177291,35.553147,29.983894,64.446853,71.195015,17.680795,24.059309,29.449261,50.981177,7.008424,2.650957,24.581006,8.641975,22.705986,4.661586,8.275063,8.676291,23.541695,0.319063,0.781747
979,21.52638,33.16984,20.74315,66.83016,68.782136,29.198696,19.934198,32.773806,63.592314,14.302043,14.649626,80.782177,16.069601,33.457374,5.305051,12.260213,14.59078,21.767409,0.012945,1.140362
980,12.39016,27.244465,21.703308,72.755535,60.436127,19.971731,26.600707,22.774005,40.231754,6.674548,5.702512,0,12.786885,19.560936,4.180512,8.726687,9.935121,21.720986,0,0.589745
981,14.777384,27.553151,21.758451,72.446849,57.901074,28.132284,18.919969,28.900611,52.428321,7.616303,5.785507,20.864756,14.665127,25.509057,4.095061,8.642809,10.484255,21.722882,0,0.901866
982,18.681168,31.290594,16.746268,68.709406,66.538663,19.214142,29.439712,28.23169,51.364205,9.011961,9.230769,111.582382,17.614424,25.508521,4.605954,10.068837,11.965479,22.56922,0.204982,1.008491
983,8.539292,22.657865,8.865811,77.342135,68.521658,4.429983,40.698079,19.678494,27.104458,4.213306,3.368576,0,17.171717,16.413882,5.702715,5.309711,11.202345,24.156156,0.022209,0.675223
984,19.486693,36.248968,21.249754,63.751032,75.844786,21.248302,21.784514,35.684368,53.51399,7.391345,5.783664,60.943296,12.653061,29.904296,4.90862,8.97649,11.289576,23.676108,1001.714699,0.850493
985,14.523271,34.97417,16.37753,65.02583,63.534581,13.973094,32.556054,25.963858,40,6.007151,4.298554,0,12.605042,29.691743,5.274034,9.146935,11.384102,23.320356,45.116445,0.75635
986,13.931125,27.298868,16.974219,72.701132,60.454967,16.535277,27.96815,21.479719,38.428752,7.541913,6.907259,92.36609,14.65721,19.241454,4.096897,9.493283,11.173262,21.736796,0.087737,0.992643
987,13.933431,31.606783,14.896957,68.393217,64.406249,15.293544,29.270841,27.426785,40.272961,6.42707,6.436737,87.055261,12.373225,20.626407,4.800606,8.210637,11.908374,23.582471,0.053243,0.877992
988,9.486813,24.277373,19.157235,75.722627,57.166562,18.248295,28.932518,17.048402,33.576749,4.706478,4.247035,159.162968,8.588351,21.961856,3.371813,8.154648,8.608053,21.045267,0,0.777805
989,21.776172,30.302353,25.229808,69.697647,76.309945,25.658329,19.232744,30.451627,57.328094,9.43066,4.180914,0,7.692308,27.2115,4.36894,6.772088,10.870273,23.531447,65.144561,0.80056
990,8.06906,24.648118,20.235847,75.351882,57.90665,15.760959,20.223977,18.775309,31.379272,4.182145,3.505179,0,12.895377,17.25828,2.97292,6.041436,8.648869,22.197487,0,0.670164
991,10.97966,25.119393,21.489708,74.880607,57.535295,23.381503,19.183526,21.695595,41.201208,4.851457,4.167792,39.181158,8.247423,22.247611,3.782954,8.214992,9.753976,21.460889,0,0.825233
992,19.410019,29.719515,23.768631,70.280485,71.413846,9.06067,31.166389,33.419624,29.067482,5.973786,2.6449,192.307692,13.496933,25.43216,5.635104,6.341123,11.035227,24.163903,9.43659,0.96496
993,16.873985,32.526766,23.425223,67.473234,67.81894,7.907181,33.124381,32.429266,24.949427,3.801027,1.68433,0,18.965517,16.342393,5.159865,6.747612,11.401549,23.859349,0.062475,0.777528
994,23.991366,37.209925,24.828781,62.790075,71.348573,2.632461,38.592667,27.812963,16.635707,4.406961,1.962323,0,21.621622,15.510431,4.001222,5.322624,9.904607,24.455502,6.713323,0.410804
995,23.281278,39.079944,25.564494,60.920056,78.08952,17.767363,25.053259,35.933025,53.509337,11.618371,5.109188,45.855379,14.285714,24.270645,5.769397,8.430386,12.440655,23.733653,1.130898,0.861063
996,14.140715,20.904002,15.703488,79.095998,61.723093,9.76013,51.13701,12.44289,30.591357,7.224611,6.822929,129.860602,6.501548,15.200871,3.317162,7.530742,8.056631,22.497802,0.2632,0.82797
997,9.966764,26.066955,20.214301,73.933045,60.356735,19.171689,23.681038,21.983557,35.867753,5.167363,4.082222,77.762983,11.818182,18.966264,3.882247,8.137348,9.430424,21.437479,0.055262,0.664373
998,18.85936,33.850116,28.191138,66.149884,71.27399,20.760308,22.148844,29.197787,49.782658,6.405159,2.387229,11.370815,10.966057,29.024994,3.848651,7.888691,10.020892,23.677784,396.554162,0.811745
999,12.054646,31.514391,11.925679,68.485609,69.638494,5.525745,38.89343,31.997591,34.262109,5.790016,5.163153,0,16.911765,17.937647,5.869002,7.921525,12.722349,24.213108,0,0.752352
1000,24.024551,40.262696,17.665739,59.737304,75.334785,14.96644,27.37101,37.886835,57.666518,12.885538,15.922228,80.038113,13.230241,32.560644,7.252527,12.669274,17.783471,21.924979,273.614449,1.174777
1001,9.994194,27.607969,11.096944,72.392031,66.391307,9.258472,29.775483,23.689994,34.544279,5.802687,4.713499,61.590146,12.779553,19.641289,5.191049,6.040098,10.81348,24.261817,0.04478,0.759286
1002,19.230723,34.046602,13.155827,65.953398,69.994716,14.394774,30.863442,28.161583,47.996898,10.430235,8.213372,167.464115,15.511551,29.883522,5.767182,10.524748,13.423067,23.527019,3.839747,1.014575
